喂，您好。我是你接件的，给我送件的，你现在已经出来了吗？对，怎么啦？多长时间能到。估计得一小时左右。一个小时左右是吧？对，是的。行，你完了以后到北四环居然之家那什么，停车场坐路边你给我打电话，直接我这告诉你怎么过来了，好吧？好了，行。那个东西别摔了。好的。好，谢谢。好了，没事。	1
你好。喂，你好，我是闪送员，东西到了现在，我现在在大门口，两边全是你这么快到了，您得稍等一下，因为我以为您还有半小时才能到，行，您稍等我一下。好的，没事，我从门口等你。你是在东门吗？对，有两个戴帽子的。不是，那个门不是特别大的门，是西翠路上的。对，西翠路上面。对，因为有两个门，就怕咱搞错了，好勒，先这样，你等我一下，好，谢谢。 	1
1、喂，2、喂您好，我那个闪送，我现在到这个高级洛化分厂这了，这好像修路呢，1、对，2、哦哦，您在什么位置，1、你送的啥啊，2、配件吧，两个，我也不知道什么配件，1、东西大么，2、大，挺重的，1、哦哦，那我出去一趟，2、我大概，这不是有两个大白罐子么，立在这，我在这口这呢，我看，你看我怎么走，1、你直着走到头，2、哦，这不是有个岔路口么，不往那边拐，直着往前走是么，1、直走，一直走到柏油路，完了右边有个，进来就是了，2、嗯嗯，行	1
喂，喂，你好。喂，你好，闪送，我到咱公司南边这大铁门这儿的，这锁着门，你能出来取件吗？不行，我还没到，你这么着，你从停车场绕一下，绕进去，然后就帮我放到前台。行，您把密码是给我是给前台啊？我给您发过去，发到别克销售前台。别克销售前台？对，从停车场绕一下就行。行，行，好，西边有门吗？西边？有没有西南门，能进去的？能进去的就是大铁门，再往前走有个50米停车场。你说南门大铁门再往西走是吧？不是往西门，就是往老张一村那边走。行。行，好。	1
喂。您好，闪送，然后您是就一进村口，然后左手边有个盘肉那个店吗？对面是吧？就对面你看装修那屋里头，他们安灯那屋，你知道吗？你看到了吗？我马上了，因为现在到亚视这块了，然后马上就到那了，估计七八分钟到您那，我确定下位置。行。对，好的。	1
喂。你好，我闪送的，你那个地址就是望京路3号院是吗？对，您到楼下，您到了我下楼，我去正好出去。行了，好了。	1
你好。你好，我是闪送，有一个你的器材，现在在大厅里边。您跟服务员说一下，三层301。 三层301，他让上吗？ 哥。让上，你跟他说一声就行，你说郭丽他就。301。	1
1、喂，2、喂您好，啊，您这个衣服，我现在在酒店南门，你在哪，1、什么，2、是您的衣服吧，1、对对，您放在柜台吧，就放在酒店的前台，礼宾部的，2、放到前台，礼宾部的，是吧，1、嗯，2、然后，然后我有人收么，没有人？1、给礼宾部，2、啊，1、就给礼宾部就放到前台，2、就放到前台您贵姓呢，我到时候给人说什么啊，1、您给他们他们都会给我收的，因为我就住里边，住在酒店，2、昂，我知道，就是你叫什么，人家收，人家不知道给谁收，收的是谁的是吧，1、您没有我名字么，2、那行，那您稍等，那您把验证码发给我，验证码，1、行，2、行么，1、行	1
喂，你好。喂，您好，我闪送，我们确认一下你收件地址，你是在红会园8号楼。对。我大概在50分钟到一个小时到，我到了给你联系。好的，谢谢，辛苦你。	1
1、喂你好，2、喂您好我闪送的，我导航导到这北新桥派出所这就说到您这了，但我没看到什么会所啊 1、没有，那个东内大街6—2您导一下收拾才艺他自己就能过来，2、行，我按这官方导，大概离你那多远，派出所离你那，1、北新桥派出所啊，2、嗯，1、北新桥派出所啊，你那附近都有啥啊，2、我这附近都是居民区，挺高楼1、你导一下收拾才艺养生会所，就过来了2、好好好，好嘞	0
喂。喂，你好，咱们是建国门，建国门外外交公寓是吗？那个一共三个门，一号、二号、三号，到几号门都行，到了之后跟我说一声，我随时下去。好了，行。好，再见，慢点。好。 	1
咱们是22号院的北门对吗？小北门。原后总装部是吧？对。您好，我在北门的西侧，你过来取一下您的快递，闪送。北门，您是在一个很大的北门吗？对，您再往西边走一点，有一小门。再往西走，有个小门是吗？对，往西看，您能看一白楼吗？行，行，你在门口，等一下我就骑电动车过来，咱服刑路也不让骑电动车，我也害怕有点。理论上应该没太大问题。行，行，我逆行，我这马上过去好了，你下班回来等一下好吧？好的，谢谢。好，没事。	1
1、喂您好，2、喂您好闪送，我在这个南门信息栓这个门口，拿一下你这个吃的吧，又而装过里的，1、转过来转过来，我在酒店后门，进酒店的正门转过来，2、从哪个西边是吧，1、对，南明右边，我在前台等你，2、好嘞	1
可以了是吧？这不是，你那个要有什么？不用有东西，我就是让你去看看，然后我给你收货码就行。还得有一个收件码。对，你发过来，我马上给你发回去，然后你教他怎么打电话，因为我家里一个老人，我联系不上。行，行。从昨天晚上电话也关机了，监控也关了，啥也联系不上。行，行。好了，你跟他说了怎么打，然后第一个号码。 	0
你好，我是你的闪送专员，就是你的电子的，反正我已经给你取好了，我现在就给您送过来，我按你的导航过来，就是说希望你电话保持畅通。好，我等你。我到了再给您打电话的，好，再见。 	0
你好，闪送。喂。你好，闪送，你的物品大约一个小时左右送到，请您稍等。好的，知道了。 	0
喂，你好。：您好先生，我现在在就是说叫慢行酒店和四季民福烤鸭店这门前，你到时候看一下他的地址，导航定位地址是王府井地下停车场是吧？对。：我说前面不是现场后要进吗？我拿着这东西。您是怎么来的？开车还是骑电动车？ 骑电动车。骑电动车，您在应该是西门。这西门下来，能下来，让走吗？就是那一个第六季旁边。啊？第六季旁边。：走到西边的红绿灯是吧？靠的不是西北红吗？红灯再右拐是吧？对。右拐往前走点，电动车可以骑到地下室吗？不可能。不用在地下室，你在上面等就行，我下去接你去。行，行。我就往前面红绿灯那，再往西走，红灯右拐往前走。对。好，行，再见。 	1
喂。你好，闪送，这一个快件大概一个半小时左右送到，你地址是国家体育场一号们对吧？国家体育场？这上面写的是国家体育场一号门。不是。那你说你的具体地址在哪？不是，闪送，谁给咱们送东西？你有对方电话吗？对方电话，对方是叫赵静。叫赵什么？赵军。赵军。我看好像是什么出入出入那个证什么的。你稍等一下，我先打一个电话确认一下，五分钟左右给您回话，好吧？上面写的施工人员是什么的？施工人员，您等一下。好，行。 	1
1、喂，2、喂您好闪送，1、昂，2、到门口了，1、嗯来了，用给你码么，2、嗯短信里面有一个，1、哦哦	0
1、喂你好2喂你好我闪送我到这十六中心这块有个中信建设证券，1、什么中信建设你进十六中心那个南门南边2、南门是吧，1、对，2、我在这个西北边这边，1、我在上边呢，让你来南门，你非要我去西北边我根本不知道西北边在哪，2、不是，我是说我在这边，不是让您过来，1、我不是说让你来南边嘛，2、您这上边没说去北边，只是到这块，1、那到这块你给他送回去吧，2、您稍等一下，我上南门是吧，1、嗯，2、嗯行	1
喂。喂，你好，我是闪送员。我给你确认一下地址，朝阳区凯旋城B座三单元1003，萧峰是吧？对对对。好。您大概什么时候能到？应该我骑摩托车应该快。行，那你到了给我说一声。好勒。好，再见。	1
喂，我闪送。你在哪呢？我到东门，东门这了，就是少年宫来了。少年宫那红绿灯你我知道我看错了，马上到。我告诉你。 	1
1、喂您好，您说，2、喂，您好我闪送的，给您送到209是么，1、哦，不，你进来了么，从庄园进来了么，2、在客房这，1、哦，客房，已经到客房了，我就在你旁边呢，就在你旁边，客房209，你出来，你出来，我在客房外边呢，2、昂，行	1
1、喂，2、喂，1、喂闪送是吧，2、对，1、到哪了，还有多久到啊，2、这就到了，1、啊，2、4公里就到了，1、还有4公里啊，2、对，1、啊，行行，好吧好吧，2、到了给你打电话，	0
喂你好，我是闪送，我在你那个北四环东路区3号吧，不是，这73是什么意思？富成花园89号，富成花园8989号是吧对几号楼啊？我，俱乐部就在马路边上，是吧，还是在小区里面对，俱乐部，你直接进去就行，你，你是哪儿，哪儿过来的闪送？我，他那个，我从T2机场哦，好，我知道了他可能是刚下飞机，感觉应该是好行，我这就往您那儿走，我这确认下地址，好，再见额，件儿大不大？喂？件儿大不大？不大，小件儿好额，两个手掌两个手掌大吧好，行，好，再见好，再见	1
1、喂您好，2、喂您好闪送，1、您现在到哪了，2、我在那个中心馆门口呢，1、这呢，2、哦哦	1
1、喂您好，2、喂您好我闪送的是傅先生是么，1、诶，我是，2、我现在到这个酒店门口了，1、哦，行那我现在下来，你在大堂那是吧，2、诶，对对对，大门口这，1、诶，行行行，我走出来您稍等哈我现在下来，2、诶好嘞待会见	1
喂，你好，你好，我闪送，我给你送钥匙过去。然后刚才看高德地图，只能搜到三家店，你方便我加上微信，你给我发个准确位置。三家店也行。我刚刚开高德，因为一开高德就只能到三家店了。三家店也行。到三家店离你那不远了是吧？对，你看一会你到哪了，你跟我说，我找你。行了，那我找找。你多久？五十多公里，我尽快，怎么得一个半小时左右，应该那样。一个半小时。一个半，9点半？我看看，我再给你回个电话。行。	1
喂。你好。您好，我是您的闪送专员郑方圆，您是在颐和山庄双徽园小区11号楼一单元112房是吧？对。112是几楼？一层，11号楼一层一门一单元。好的，您的东西我已经拿到，现在给你送，估计在一个小时左右到您，您稍等。好的。再见。再见。	1
1、喂你好，2、喂你好，我这边闪送，1、哦哦，你现在在哪里，2、我在村委会这，1、你在村委会你是骑在车上的是吧，2、对，1、你就直接给我你能不能送到我这边就是你是从哪条路过来的，2、我现在就在村委会这条路上，您跟我说北走还是往南走，大概多远，1、村委会哪里是往北，往哪里？往东边东边走，就是你看着右手边有个三层小楼，楼下是个理发店，你往哪个巷子进来，估计有个50米，我就在这个门口等你，行吧，2、往东走啊，1、对，就是往小桥那边走，不过小桥，你看这边估计村委会就一个路口，村委会不就在那个路口么，就路口进来有个三层小楼，2、往东走，三层小楼，旁边有一巷子，是吧，1、对对对，三层小楼下面是个理发店，另外一边是卖早点的，从哪个巷子进来就可以了，2、行，您出来吧，我到了，1、行行行，我马上出来，2、好	1
喂。喂，你好，我是闪送的，你要的工具把我拿到南门这里了。不在南门，你在哪里？是在第四路还是？在东北路是在第四楼。 什么地方？东北路。不知道，你给我发短信，具体门牌号你给我发短信，上面就是东方普罗旺斯，不是南门，是别的门。你现在在哪里？ 我在东方普罗望斯南们这里。你往回走，往回走，大概走到扬州小新村对面有个十字新路，从松柏路进来向里面500米。你给我发短信上面，具体地址发短信上面，我导航一下，我不跟着导航，我没办法走好吧？好。	1
喂。喂，你好，闪送员。你在哪？现在我进门了，是不是在平安居园建材嘉宾院里。对，你在哪个门。现在这北门，北边的门。 北门，你往西边这边来了，往西头来。院里头要进啊？要进到里头， 你现在不是在北门北京平安金源黄玉玲那个地方。 北边的门，大西门。你进来，往西边这边来， 我看见你了。2 ：往西边，靠边再往西边去？你给我这三个楼中间，三个楼中间往西走，往进来。两楼中间通道往西走，是吧？对。那知道了，好的。	1
2、喂，1、喂，2、您好我是闪送的，1、到大门口了是吧，2、我现在在皮肤科门诊分诊台这，1，嗯，行，2，诶，好	1
喂，你好。你好，我闪送。已经到了是吗？对，您是张公庄甲5号楼是吧？对，张公庄小区，你在门口，我看到你了，是你在门口吗？对，是的。好勒，您稍等。	1
你好，我是闪送U费，20多分钟就到。好不好？到其他门口好吧？好了，到时候给你打电话。好，谢谢。	0
你好。你好，闪送。您到了吗？到了。我看看。好的。 	0
喂。你好，你是夏家园9号楼是吧？对，夏家园9号楼一单元103。好，好。	1
喂，你好。喂，您好，我闪送，我现在到这边了，您在哪？您把东西放前台行吗？我把那个码给您。西山温泉的前台？对。好，我马上到那验证码是940538。你稍等一下，940538。对。我就把这个东西放到前台就完事了。对。好嘞。你跟他说下崔先生能行。孙先生？崔。我知道了，崔先生。谢谢。没事，好，再见。	1
喂。喂，你好，闪送。闪送，闪送，闪送，送的是啥？化妆品啊？我不知道是什么东西，东南历史送过来的。在哪？东南历史，回龙观那边，西三旗那边。你在哪呢？我现在导航我导到这个定位的， 你们就是市场最北边这趟道进来的， 有个什么海拨火字这个大门那。 你去建材市场，我一听东北老乡，你去建材市场， 我一会马上就过去，我现在在家，我开车十几分钟就过去了。得十多分钟才能过来。对， 他给我打得太早了，我们一会我就过去了。我就上立汤路建材市场大门那等你就行了，是吧？市场大门进里边去洁具厅， 从西数第三门在那等我就行了。 好嘞。谢谢，拜拜。	1
1、喂，2、喂，1、昂，2、闪送，1、闪送啊你来11号馆9号门，2、啊，1、11号馆9号门，2、9号门，1、龙展馆11号馆9号门，2、诶，9号门，好好，我找一下	0
你好，我闪送，我现在到了大红门，大红门南里，你跟苗圃东里不一个地方吗？苗圃东里是苗圃东里，南里不对。导航定位不准，他定位我这到大红门南里这来了，2号楼。他不是写的是6号楼吗？苗圃东里6号楼吗？这个应该是很准。你导航苗圃东里6号楼很准，我们平常订外卖什么之类的都能直接找到。我按那导航走的，骑着走的，但是现在停了，我您离大红门南里近吗？挨着吗？南里，你在南边，你还得往北走，往北走，这不是有什么嘛，我给你看一下，这不都在修路知道吧？修路。你看见这边修路了吗？其实就是在哪，在大红门南的地铁口，大红门南的地铁口，然后你往北一看，就有一栋楼。 我也不知道怎么跟你说，你手机里有没有腾讯或者别的导航？就是高德导航，高德导航平时挺准的，其他的倒别的地方挺准的。但是我平常送的这些外卖什么之类的都能直接送到，我这个地址，而且闪送，他可以往这闪送，这也不是一回了，经常往这闪送这种东西。还是你那高德可能有问题，平常他们用的应该都是腾讯发的。行，我再打一下试一试。你再导一下苗圃东里6号楼。好了，好，我找一下。我告诉你，他这个门就是一个大铁门，从一个大铁门进来，里边停的乱七八糟，都是车，就这一个出入口。 那边楼多吗？就那一个，他有好几栋楼在一起？对，他是四个楼在一起，正好一个单元。行，我看一下，我找一下好。你找一下，好的。	1
喂。喂，你好，我到三楼了。您稍等。 	0
喂。喂，你好，我闪送，我现在到东门了，您在什么位置？东门这铁皮围墙上来，第二个玻璃门，铁皮围墙这有个小坡上的第二个玻璃门。好的，我现在就在这门口，那是二楼是吧？一楼。行，行，我到了。	1
喂。喂，你好，我闪送，我到楼下了，我给你打电话。不好意思，我开不了，您得稍等一下，什么时候开您进来就行。行，行，好，先挂了。 	0
1、喂，2、喂您好，您这闪送到了，到803门口，1、哪？2、闪送，1、什么？2、您闪送到了，1、闪送什么东西，2、啊，1、什么东西，2、不知道，应该是个板条吧，我不知这是啥东西，1、什么，2、我不知道是什么东西，一个阿妹下的单，1、什么，2、啊，喂，能听到么，1、喂，2、喂，1、喂，喂喂喂喂喂，2、昂，能听到，现在能听到，1、闪送什么啊，2、昂，是一个，一米六的一个东西长的，1、啊，2、嗯是一个一个像板条似的一个东西，一米六的，喂，1、嗯，地址是什么地址，2、啊，1、地址是什么地址，2、地址是南区，南区二号楼4单元803，1、我不知道啊，2、你是业主，那是你下的单吧，1、什么，2、是不是你下的单啊，1、什么东西，2、我看一下是谁下的单哈，是万鑫下的单，喂？1、我不知道，什么东西啊，2、我也不知道是什么东西，1、谁下的单我都不知道，2、那我打电话问一下	1
喂，你好。你好，我是您的闪送专员，现在西门你方便过来吗？我得上北门怎么着？对，您可能得上北门，西门就太远了。往北门是吧。北门就不远，您就前面拐个弯就到了。行，好了。拜拜。 	1
喂，你好。喂，你好，我是闪送，您这有快件。我问一下你的地址是多少？他那上没写吗？就是杨庄南路有一个长城国际楼。长城国际。不是寂静城吗？他俩是一个小区，只不过大肠的南北向那个楼叫长城国际，是一个小区，没错。长城国际里边多少楼。第十单元。第十单元？ 对。第十单元。就一个楼特别长。楼叫啥名吗？那楼就叫长城国际，要不然您周围找一个人问一下就知道了，然后还有一个第十单元。长城国际是吧？对。我看着，我看着。这楼就靠南边第十单元，靠南边。有个门洞那个。对。我看着了。第十单元，我说怎么整？没写哪号楼，这第十单元。对，第十单元，然后是15层，14号1514好，我知道，长城国际。好。	1
喂。喂，您好，闪送。你到哪了？我这一单元楼下，然后你这个门禁不好使是吧？对，门禁是坏的，你稍等，我下来。好的。拜拜。 	1
1、喂，您好2、喂您好俺闪送五号楼么，1、对对对606，出电梯之后应该是左手边，2、直接按606,1、对，听见声了	0
喂，你好，我闪送，你确定一下你收件地址，你是在世纪家家福连锁超市，就是燕丹店对吧？对。我差不多一个小时到，我到了再给你打电话。好。再见。 	1
喂。喂，你好，我是闪送员，我现在到东门了，那项目部在什么地方？没看见。你到哪了？你不写的是有的东门？对。我在西门，东门我还真不知道。你要去西门是吗？行，行，好，没问题。你找永定河去年在公园停车场，他在停车场斜对面。停车场斜对面是吧？行，我送一下吧。就是不拐弯，进园不拐弯。好，在西门是吧？那是假门，桥底下桥洞子。行，我看找不找的着，再给你打电话，就挂了。行，打扰您了。	1
你好，是发海国际5号楼二大乐，对吧？对。行，我马上过去。	1
喂，你好，我是您的闪送专员。我到了北京丽君酒店门口。我给你发个电话，你给他打。啊？我给你发个电话你送给他。您发吧，麻烦你。 	0
1、喂，2、喂你好闪送我现在到这北方大厦，1、诶，好嘞好嘞，你再往北走一点北一门这，2、北一门是吧，1、对，北一门不是有个小面包车停着么，2、啊啊，我看一下哈	1
喂。喂，你好，我闪送。你到了吗？已经到你楼下了。到时候让你等我五六分钟。好勒。 	1
喂。喂，你好，我是闪送，现在我到你门口了。在三楼了。三楼？恩， 行。	1
你好，我闪送。我现在拿你东西往那送，我估计在九点左右到那，有人吗？九点左右？行吗？可以，九点，什么东西？我这好像是限制什么手套。好勒，可以，九点。九点左右。好。 	0
你好，闪送，给您送东西的，我现在到村委会这了，然后您在哪？村委会就是你从进村，进村委会方向一直走，然后走到头往右一拐就是了。就说我刚才是从村口进来的，进来一直走，然后走到头是吗？你左边不是村委会吗？然后你就一直往前走，然后过了一个小十字路口，一直往前走，往前走就没路了，然后他就是往右拐弯，你拐过来我就能看到。好，也就是我现在，我现在右手边是村委会，然后我就一直往前走，一直就是我车头方向往前。对，走到你走你会看到监狱的看守所的后墙，就在墙外。 好嘞，我现在马上过来。好。	1
喂，我是闪送，给你送东西的，我到红木第一城了。然后对面有个胡同，你看见了吗？另外一条路。对面有胡同，是不是边上有一个公园之类的。对，两边都是公园，对，两边都是公园，中间有一条路，然后一进去。有两胡同，一个挨着红木第一城有一个，再往前面走，还有一条路，是哪边？红木家具中间那个门，对面那条路，他中间那个门应该是有卖什么飞机票的，有一个，看见了吗？往东走一个胡同是吧？行，我看见了。有卖火车票、飞机票的，对着那个，一直往里走大概多远？你一直往里走，里边有一个超市，看见那个超市之后，你把那东西超市，跟老板说一声。大概往里走多远？ 没多远，10米20米你能看到一个超市，叫华山庄是吧？华联超市，我在华联超市那是吧？对，你把东西扔华联超市里就行了，你跟他说待会一会有人取。我看看这华联超市，这是有个超市，这写叫什么超市？对，看见那华联超市，怎么着？把东西放在那里边。对，你把东西放里面就行了，你跟他说一会有人过来拿就行。行，行。那你看一下手机有一个收件密码，你告诉我一下，那它就可以结束了。行，行，稍等。您好，这一个快递放您那，一会就有人来拿来行吗？	1
喂，你好。喂，您好，闪送，您地址金都杭城102号楼。103号。103号。你是送什么？它有个箱子，好像是进口什么器材。103号，然后一单元。我给你送楼上，还是到楼下给你打电话。到楼下给我打电话，送楼上来吧。103一单元。103一单元，对，你到那进不来，你就给我打电话好吧？多少号？2503二十五楼。2503。对。1单元是吧？一单元。好勒。	1
1、喂你好，2、您好我闪送的我已经到了麻烦你出来拿一下，1、好的好的谢谢，2、啊？1、知道了您稍等	0
1、喂喂喂你好，2、喂，1、喂喂喂	0
你好。您好，我这边是闪送，给你确认一下你的地址，是北京马球俱乐部北街2号一层食堂对吗？对，没错。好的，有你的物品马上送到，再见。多长时间，你看距离大概多少？ 半个小时。差不多得半个小时。行，到给我打电话。好。谢谢你。好。	1
喂，你好。你好，闪送。问一下你地址去的文化园西路麦当劳吗？对。 桥边上是不是？地铁站对面？知道了，好的，哪个地方是文化园西路地铁站？对，林肯公园。好的，知道，大概25分钟送到。	1
喂，你好。喂，你好，我闪送。你现在到了是吗？我到那4号楼，你这找不着你们101。就是河边这门上写着4-101。河边上？对，不要进小区。我都进了小区了。您得出来，我们在河边站，我们不在小区里面。你在河边咋让我出去？咋绕出去？4号楼你我们现在4号楼的侧边，就是在后边，但是不用进小区里面走。行。	1
你好。你好。先生，打扰了，闪送给您送身份证的。您是北京城建琨廷北区。北区，对。窦店镇于瓦北路17号那边是吧？对，您知道吗？我给你确认一下地址，最后导航过去。昆庭北区19号楼，您搜坤庭北区应该就能搜得到，然后19号楼。行。您从哪过来我先问一下。北四环那边。您从北四环过来。对。那好远。对，50多公里了，找到再给你电话吧，先生。好的，拜拜，您慢点。	1
喂。你好，我是你的闪送专员，很高兴为你服务。什么意思。我已经取完件了，完了过去。您已经取完件了是吗？你已经取完件了是吗？对，我取完了。对，你就送到我们那里，D座104就行了。咱那货有点超重，让我跟你说。超重超了多少？最低10公斤，我们下单是50公斤。那要交多少钱？ 拿十块钱吧，我不让你多，加10块钱行了。好吧，你过来，我给你。行，马上出发，到了我再联系你！	0
喂，你好。喂，你好，我到门口了。您到门口了？您是？我是闪送，对不起，我是闪送？您在哪个门口？就是一拍即合这边东门。您这样吧。您说。您就进来就行。啊？您进来就行。进去，好的，谢谢。 	1
2、诶您好，喂，1、喂，您好，2、诶你好我闪送的，我已经到这个潇湘竹了，就是从小区里进去还是，1、对，就是那个其第二个地方进来方便点，2、我现在在马路边，我看他们从这里进去的，1、往右拐，从第二个大厅进来方便一点，2、你们店里，你们店里好像有人了，你是不是在大厅里打电话了，1、你不是送货的，你电话打进来了，2、我好像看到你了，1、哪哪哪	1
喂。喂，你是店铺的还是猫严酷的？打小票电话。啊？打小票电话。小票电话？对，转接号，走的时候不跟你讲了吗？哎呦，我那个可能不见了。你不见电话怎么弄？你不见啦？小票号上面。在小票上，转接号，走的时候还跟你讲，不见了。哎呦，小票不在了，你给我说一下。送到哪呢？送什么原理？4号。挂掉了：您好，请不要挂机，您拨叫的用户正在通话。你送到哪呢？送什么原理？4号，4号楼的。平原里，是平安里吗？你是闪送是不是？对。等等。你帮我发在手机来好吗？什么？帮我发在发到手机来，容下太长。这是转接号，我怎么给你发信息？ 你发在我手机。你送到华源一里的是不是？华源一里，对，对，对。记一下电话，185。你是找不到吗？是没人？我来这里找到了，但是这里都没人了，老是敲门，这里都没人进出的，他也没有门牌号，这里全部都没有门牌号，所以都不知道是哪一个。185，记，185。我怎么记？你怎么记我能知道吗？小票给你弄丢了。185。0019。0019。4874。4874。转接号转3818。转3818，好的。对。	0
喂，你好。你好，咱22楼是不是没有楼号。就是那个小区对面有个小卖店，小卖店在那楼就是20号楼。挨着19号楼了吗？师傅我问一下，这是20号楼吗？好的。	1
1、喂，2、喂您好，1、您好，2、我闪送的，1、啊，您到哪了，2、我现在从桥洞下边出来了，1、那个你是从凤凰里路还是从车里的过来的呀，2、我是从那个什么村过来的，那个不是过来，1、韩立村是吧，2、诶，对，1、你现在是走到，朝南走的还是朝北走的呢，2、朝西啊，1、朝西走的啊，2、对，1、过了桥那，你看到啥了现在，2、在前面就是，有个有一个西山公墓，1、过了桥洞左转，2、左转，这条路吧，1、往南走，2、往南走是吧，1、对往南走大概20来米吧，你看到那个右手边有那个北京上京队也生物处理厂的牌子，2、哦，好的好的，1、到那右转进来就行了，2、行好的好的，1、嗯，好嘞	1
1、喂，2、喂您好您是闪送到了，我在东华门这，1、你在铁栅栏门这外面么，2、对对对，这个就是在外面这个道铁栅栏这呢，1、学校？2、道，马路，1、马路那是吧，2、嗯嗯嗯，你在哪呢，1、你是在红绿灯，是在红绿灯么，2、对对对，我在红绿灯这头，1、行我过来，2、昂行行行	1
喂，你好。你好，是闪送吗？对。我们看您地理位置就不动，您什么时候到到，我三里屯这边。他一直往上走，因为你看到的跟实际有时候它不一样，其实我一个劲往上跑的，现在都过了达连坡了。您稍微快点，因为我这边着急，稍微快一点。 八点左右就到了，八点多一点点。行。今天有点路滑。好， 拜拜。 	1
